text,label
"It occurs to me that some of the films that have been banned during the course of cinema history were actually very important and very good films. I'd like to argue that instead of banning challenging, controversial movies the censors should consider banning films that are so bad that they pose a threat to your IQ and your sanity. If they were to do so one of the first films to be quickly hidden away would undoubtedly be ""Stroker Ace"". This film is awful with a capital 'A'. It is the worst film Burt Reynolds ever starred in.... quite a feat for for a man with ""Cannonball Run II"", ""Cop And A Half"" and ""Rent-A-Cop"" on his CV!The wafer-thin story introduces us to successful stock car racer Stroker Ace (Reynolds), a man who loves fast cars and fast women. He gets stuck in a demeaning contract with crooked promoter Clyde Torkle (Ned Beatty). The contract requires him to do some humiliating promotional work for a new chain of fast food restaurants, such as dressing up as a giant chicken. Thrown into the mix are Lugs (Jim Nabors), Ace's dim-witted pal, and Pembrook Feeney (Loni Anderson), a bimbo with a brain fractionally smaller than a pea who is wooed by Ace.Hal Needham, the director of this low-grade garbage, was formerly a stuntman and he made numerous films that relied on his expertise in staging spectacular stunts and car chases/races. Some of these films were OK, like ""Hooper"" and ""Stunts Unlimited"", but with ""Stroker Ace"" he reaches a career nadir. The characters are so stupid that you actually feel pity for the actors playing them. Anderson especially is saddled with such a dumb role that it makes you grind your teeth with despair. The humour is weak and infantile throughout, and the stunts and race sequences are unremarkable. Even the out-takes during the closing credits (which can be found in all the Reynolds-Needham collaborations) are generally unfunny, which gives the impression that maybe the film wasn't much fun to make. ""Stroker Ace"" is a stinker of considerable magnitude.",neg
"I like animated shows. I enjoy the Nick fare pretty much, including Hey, Arnold. But moving a TV show to the Big Screen isn't easy and this just didn't feel big enough. It was more like a long episode of the show, and it just didn't move along that well. Judging by the behavior of the kids we had with us, it didn't score that well with them either.",neg
"I really, really didn't expect this type of a film outside of America. How anyone can take the subject of sexually abusing children and turn it into a ""thriller"" is just sick. Auteuil (whom I had previously admired) going around like some sort of child-saving Rambo was ignorant and insulting to all the children being sexually exploited around the world.What's doubly depressing is that the stunning and ground-breaking film ""Happiness"" came out the year BEFORE this film. Menges and his cohorts should be ashamed of themselves. It's admirable to read some of the comments by the more intelligent viewers out there. They were able to see the shoddy and ridiculous handling of this topic. Those of you who think this is great cinema display a disgusting amount of ignorance and you need to watch ""Happiness"" to open your minds to the true horrors of pedophilia.Do you think your child is more likely to be kidnapped and sold into sexual slavery or be molested by a neighbor, teacher, friend or even a relative? Hmm...I wonder. If they are going to make a film about international child slavery of whatever kind they owe it to everyone to make it realistic and emotionally involving instead of this button-pushing crap. 1/10",neg
"I can clearly see now why Robin Hood flopped quickly. The first episode of it is probably the worst ever thing BBC has aired. The opening scenes were about as intense, meaningful and intelligent as two monkeys fighting, Robin Hood had no character, and the sword fight was just laughable. The worst part of the episode was Robin Hood snogging some cow clad in make-up at the beginning of the episode - how many people wore eyeliner in the 12th century? Nobody. The series may have improved drastically since then, but this first episode quickly put people's hopes down, and is essentially a pile of cr*p. A great hero of England has been disgraced.""Will You Tolerate This?"" I won't, that's for sure, unless the BBC start to understand what is a wise investment. 3/10",neg
"This movie was 100% boring, i swear i almost died from boredom at the theater. It wasnt funny and didnt really hve that much action in it either, it was BORING and i hope whoever out there that liked this movie, god be with you in the future when you find out what this movie was really like and try to jump off a bridge or something like that",neg
"I didn't expect a movie as good as ""In The Line of Fire"" or an episode of ""24"", but it looked like this movie was made for TV and did a mediocre job at best. The (good) cast couldn't disguise the fact that the plot was all too predictable and actors had to struggle (they really try their best I think) through their lines of bad script, giving their rather flat characters any extras. When I watched the movie I got the feeling that I had seen most of this in other (better) movies. In it you had car chases, big shootouts, romance, plot twists etc. etc; This movie has none.** Spoiler** As soon as you see another woman talking into the phone to Cuba's character, you know who's behind all this and all the hints you're being given (""you stand too close to the president, see it from my perspective.."" ) sound silly. If it were up to me (and maybe it's a good thing that it isn't) I would rewrite the plot like this:First lady orders the murder of her husband because she is sick and tired of writing checks to Cuba all the time.",neg
"This movie was lame, lame, lame. What a build up! What a let down. All form, no substance. A terrible waste of talent and time. Would not recommend it to my husband's dog, who will watch anything.",neg
"In this day and age of incredible special movie effects, this one was a sore disappointment. The actors seemed stiff and uninspired, as was the dialogue. Westerns are not common fare for Hollywood so much these days, but movies like ""Silverado"" prove that somebody out there still knows how to make a good one. Considering that, it is hard to conceive that anyone would go to any expense at all in releasing, much less creating such a weak film as this one. If you love and are looking for a good western, keep looking!",neg
"This movie is flawed on many fronts. Like many before it, it portrays more of the mythology of the Alamo than the history. The production is poor, overall giving the impression of a welfare project for lots of actors who might have otherwise had to work on Hollywood Squares. This to me was the greatest flaw - I know the ages and general personalities of the real Alamo protagonists and the geriatric ensemble of TV actors chosen to portray them never let any hint of believability intrude.As a native Texan, I grew up with the mythology. I later learned more about the history. I can accept a decent production from either perspective (although I prefer more historical accuracy), but this never gave me a chance to enjoy it. Even John Wayne's or Fess Parker's versions had more life than this stolid mess, while being only slightly less accurate.Very disappointing - avoid it.",neg
"...had I watched it in my teenage years. This movie was mildly entertaining. What I liked about Soul Survivors were the gothic atmosphere during the party scenes, and the constant flips between 'dream' and 'reality.Had there not been movies like 'The 6th Sense' and 'Don't Look Now' I would have been surprised by the ending.",neg
