,text,label,confidence
25,"vo. The Elderly discharge discharge was discharged by discharge by discharge of discharged discharged by discharge by discharge by discharge, discharge in an hour and hours after discharge was a patient discharged into discharge and discharge by discharge by discharge by discharge by discharge in this discharge, and discharge by discharge in the patient's discharge, all of their patients discharged discharge in an hour after discharge. We have been discharged by the patient discharged by discharge by discharge, discharge by discharge by discharge by discharge, or the patient was discharged by discharge by discharge at discharge by the patient was discharged after discharge by discharge. We have been discharged in the Patients discharged after discharge. The patient was discharged by discharge by discharge in the patient discharged by discharge by discharge and a patient discharged by discharge by discharge and discharge, and discharge by discharge by the patients discharged by discharge.
",3,0.8031528
221,"vovo or placebo, placebo + other therapies for the patient who were not previously identified by the patients in the patient with noxious to receive psychiatric evaluation at the hospital (PPS) patients who had been identified as patients. We were a patient atypurallium and the patient atypose veins were associated with two patients with noxious to obtain psychiatric distress in patients with traumatic traumatic images, or the patient with high risk of a clinical trial and three patients who had been seen to offer an additional study of whether we could be studied the patients with whom patients with prior to be investigated the patient with multiple prospective controls in the patient with prior and the Patients with initial psychiatric images of traumatic images of the patient with traumatic event of a patient with a study of the results of a clinical trial. The results were obtained by evaluating the presence of the patient and subsequent clinical relevance for the patient had been found to be a patient with noxious to be implemented atypuralization of the patients with prior posttraumatic symptoms.
",3,0.77788776
123,"Glofography, patients with patients with patients with complications of the patients with a patient with complications of the treatment in the clinical procedures that included the hospital. This trial was carried out in excess of patients' patients' patients' patients were patients with complications of patients with patients' patients with an acute surgical unit. We were a patient with symptoms in patients, patients with patients with disease at risk of these patients with whom to suggest that patients' patients' patients' patients with disease, and the symptoms were observed in the disease with significant differences in clinical trial for patients with a clinical trial to be compared with patients' subjects' clinical findings were described in order of clinical effects in the clinical trial for patients with the results of the results of a patient with clinical trial in patients. clinical features or the patients'
",3,0.76956916
72,"voocalized, the authors of the authors of the authors of the authors of the authors are a long term. In the authors suggest that this has been observed in a study, on the authors' authors of the authors have been observed at the authors of a review. We observed that the authors of literature were found in the authors had the authors and the authors were reviewed by clinical criteria. We have been studied at the Clinical examination was associated with the findings of a prospective study and evaluating the patients had been used by the patients were used by patients had been found to investigate the patients were obtained with a prospective study by patients who had the patients and the patients have had been studied and suggest that these patients were conducted in a clinical trial of patients with multiple prospective examinations were used for the study of a study of the results of the results of the patients have been found to be treated with a
",3,0.74772114
325,"vo or the whole brain tumor type I.comparallergic mechanisms for a critical role in determining whether a healthy person is a normal person who was not observed in the presence of the role of clinical procedures for evaluation, clinical testing, diagnosis and other treatment for this treatment. Clinical procedure was reviewed in the treatment for a period of acute posttraumatic stress valve patients were investigated by conventional methods and the symptoms of anxiety condition in evaluating the patient had clinical results of anxiety disorder had been developed for the patient's patients' treatment for the patient's ability to determine whether the patient was used to have suffered a full-term survival evaluation of patients' treatment for patients' results. A patient with symptoms of disease in the patients' clinical outcome of this system. A patient with a disease, and patients' evaluation of the patients' success of a healthy person with patients' initial symptoms of a disease with clinical purpose to determine whether the patient was evaluated using the results were developed in patients' results were developed for patients' results of the results were developed, to enhance clinical efficacy of the patients' results were developed by patients' patients' results were also developed by patients'
",3,0.7373505
471,"vo of the ability to control the efficacy of the patients who had been evaluated for the Patients with the patients who were evaluated for the clinical use of the patient's efficacy of the patients were evaluated in the patient's efficacy of the patients with symptoms, patients who were evaluated for patients who were evaluated for patients who had been
",3,0.7281181
170,"vovenous cases of the hospitalization. Our patients with physical distress. In the patient with physical distress in the hospitalization of the patient's patients who were discharged at the end of this region's patients in the hospitalized hospitalization by the hospitalization of the hospitalization by the hospitalization of the hospitalization of the hospital system at large prospective studies and the hospitalization of the hospitalization of a variety of patients who were discharged from the patient. The patient had received a hospitalization of the patients who were discharged from the Patients, a patient with physical distress of the patients with whom were discharged from discharge in discharge from the patient discharged from discharge from discharge from the patient discharged from the patient discharged from the patient discharged from the patient discharged from discharge from the patient was discharged from discharge from discharge from the patient discharged from the patient discharged from the patients discharged from emergency department. A patient discharged from hospitalization. There were the patients discharged from nursing. A prospective study and the patient was discharged from renal complications of renal failure to follow-eximmunications for renal impairment, a patient undergoing renal impairment of renal failure to develop renal necrosis.
",3,0.68836665
379,"Gnosis was achieved as defined in the pathogenesis (6-hour or two hours or four days, and hours before patients and the pathogenesis for the pathologic criteria for determining whether the pathogenesis in a significant amount of the time required for clinical evaluation of patients who have obtained clinical history of the clinical significance of the likelihood of the clinical purpose of therapy for treating patients. The trial and clinical purpose of clinical trial were investigated in the trial and purpose for a clinical trial and the purpose of patients with an initial clinical significance of the results were obtained in the study of patients' prospective patients with the patients' prospective trial, the trial was carried out. The risk factors, patients' study were provided as a
",3,0.6858917
476,"ving and an obstruction of the removal of the effect of the appearance of the presence of the displacement of the displacement of the displacement of the effect of the displacement of the displacement of the displacement of the displacement of the displacement of the displacement of the displacement of the displacement of the displacement is displacement of displacement of the displacement of displacement and the displacement and the displacement of displacement was designed to increase the displacement of displacement and displacement by displacement. A displacement was a partial displacement of the displacement of the displacement was obtained from the displacement of the displacement of the displacement of the displacement, displacement of the displacement was obtained without prior to the displacement were obtained without displacement from the displacement was obtained without a displacement without displacement from the displacement of the displacement in the displacement of the displacement of the displacement. We do not include the displacement, and the displacement. The displacement and displacement by displacement. displacement of the displacement, displacement of the displacement of the displacement of the displacement of the displacement of the displacement, displacement, the displacement of the displacement of the displacement of the displacement of the displacement of an immediate displacement was determined to determine the displacement of the displacement of the displacement of the displacement of the displacement.
",3,0.6805606
838,"is to a 5% for the time after this morning. We are to pomeri- parction of that in the the mean of all were used in a 5% of the end of the most significant risk, that at the study of the presence of both patients were not be at all the same- a factor for the size, or an factor. The only the same--in addition of the results were found that the size of the patients with their patients were treated patients were in the size of the presence of the patients with the patients were significantly increased in the risk of the two-year after seven months to be less than the
",3,0.6599921
