text,label
"Primary de novo adenocarcinoma of the colon measuring 8 mm in diameter with lymph node metastases. Report of a case. Colonic adenocarcinomas measuring less than 10 mm are rare. Herein, we report a carcinoma measuring 8 mm in diameter associated with subserosal extension through a ""locus minoris resistentiae"" and metastases to lymph nodes, an association not previously reported. No residual adenomatous tissue was found, suggesting a de novo carcinoma. ",1
"Use of leukocyte-depleted platelet concentrates for the prevention of refractoriness and primary HLA alloimmunization: a prospective, randomized trial. Compared with conventional transfusion regimes a strong reduction in HLA alloimmunization and refractoriness to platelet transfusions is obtained when both red blood cell concentrates (RBCs) and platelet concentrates (PCs) are depleted of leukocytes by filtration. Because most of the leukocyte contamination is introduced by transfusion of RBCs, filtration of RBCs appears rational, but uncertainty exists regarding the degree of leukocyte-depletion of PCs needed for the prevention of HLA alloimmunization and refractoriness. We conducted a prospective trial and randomized patients with acute leukemia to receive leukocyte-depleted PCs prepared either by centrifugation (mean leukocyte count 35 x 10(6)/PC of 6 U) or by filtration (mean leukocyte count less than 5 x 10(6)/PC of 6 U). Both groups received RBCs that were filtered after prior removal of the buffy coat. Clinical refractoriness occurred in 46% (12 of 26) of the evaluable patients that were transfused with centrifuged PCs and only in 11% (3 of 27) in the filtered group (P less than .005). De novo anti-HLA antibodies were detected in 42% (11 of 26) patients in the centrifuged group and only in 7% (2 of 27) of the patients receiving filtered PCs (P less than .004). In 8 of 11 alloimmunized patients in the centrifuged group antibodies were detected in the first 4 weeks of transfusion therapy while none of the patients in the filtered group became immunized against HLA antigens during that period. We conclude that for the prevention of HLA alloimmunization and refractoriness to platelet transfusions from random donors, both RBCs and PCs have to be leukocyte-depleted by filtration. ",1
"Giant-cell arteritis of the uterus with associated temporal arteritis: a case report. Giant-cell arteritis involving the uterus was identified incidentally upon hysterectomy and anterior colporrhaphy for uterine prolapse. Subsequently, the patient was found to have giant-cell temporal arteritis presenting with fever of unknown origin. Fourteen previous cases involving the female genital tract have been reported. There appears to be an association between constitutional symptoms of fever, weight loss, malaise, headache, and polymyalgia rheumatica in elderly women with uterine prolapse and giant-cell arteritis of the genital tract. The rare presentation of giant-cell arteritis in the female genital tract does not support invasive costly evaluation in asymptomatic patients. However, a thorough investigation for involvement of other sites, including appropriate treatment for generalized disease, should be undertaken. ",4
"The human immunodeficiency virus type 1 polyadenylylation signal: a 3' long terminal repeat element upstream of the AAUAAA necessary for efficient polyadenylylation. Several polyadenylylation (PA) signals containing elements upstream of the AAUAAA have recently been characterized. Similar to PA elements found downstream of the AAUAAA, the upstream elements function to increase efficiency of AAUAAA use as a signal for cleavage and PA. Using deletion and linker scanning mutations we show that the PA signal of human immunodeficiency virus type 1 contains upstream elements transcribed from the U3 region of the 3' long terminal repeat. The element that has the greatest effect on PA site use lies 77 to 94 nucleotides upstream of the AAUAAA, between the TATA element and the transcriptional initiation site. Mutations in the adjacent region, between 59 and 76 nucleotides upstream of the AAUAAA, have a smaller effect on PA efficiency. Mutations in a region further upstream, between 141 and 176 nucleotides upstream of the AAUAAA, also affected PA modestly. Functional similarity between upstream elements was indicated by the ability of the human immunodeficiency virus upstream region to replace the upstream region of the simian virus 40 late PA signal. The sequence of the major upstream element of human immunodeficiency virus is uracil-rich, analogous to many defined downstream PA elements. This fact may imply that upstream and downstream elements have similar mechanisms of action. ",5
"The role of gastric resection in the management of multicentric argyrophil gastric carcinoids. A patient with pernicious anemia, atrophic non-antral gastritis, hypergastrinemia, and widespread hyperplasia of enterochromaffin-like cells and manifest enterochromaffin-like cell carcinoma was followed up during 39 months, including 15 months after gastric resection. In this case normalization of gastrin levels did not prevent the development of multiple gastric carcinoids in the fundic mucosa, suggesting that factors other than gastrin are of importance in the pathogenesis. ",2
"Fetal choroid plexus cysts: a prospective study and review of the literature. To determine the incidence and significance of fetal choroid plexus cysts, a prospective study was carried out at Queen's Medical Centre, Nottingham. The incidence of cysts was found to be 0.42% and the size of cysts varied from 3 to 13 mm with a mean diameter of 6.2 mm. Choroid plexus cysts were associated with other fetal abnormalities in three cases, two of which were subsequently found to have a chromosomal abnormality, one Trisomy 18 and one Trisomy 21. A review of the reported cases of choroid plexus cysts reveals an overall incidence of 5.8% for Trisomy 18. We therefore recommend that in patients with choroid plexus cysts a detailed scan should be carried out to look for the ultrasound markers of Trisomy 18. If there is an associated abnormality or cysts are large (13 mm or greater in diameter) and bilateral then a karyotyping should be carried out. ",3
Single-stage laryngotracheal reconstruction. The mainstay for repairing subglottic and tracheal stenosis has been the rib graft with prolonged stenting. A refinement of this treatment was the use of the anterior cricoid decompression (split). We present single-stage reconstruction of the airway as an additional refinement of the laryngotracheoplasty. This article describes the experience of two institutions with single-stage reconstruction and offers some observations on the principles of the technique. ,5
"Fatal or severely disabling cerebral infarction during hospitalization for stroke or transient ischemic attack. Six (1%) of 578 patients admitted for cerebral infarction or transient ischemic attack (TIA) suffered a fatal or severely disabling in-hospital cerebral infarction following a period of stabilization or improvement lasting more than 1 day. These infarctions were characterized by the sudden onset of stupor or coma and subsequent development of transtentorial herniation due to carotid or middle cerebral artery territory infarction, or widespread brain-stem infarction due to basilar occlusion. Only one patient survived. Four patients had large-vessel disease documented by Doppler, angiography, or at autopsy. Each of these six infarcts occurred during the morning hours, 4-9 days after the initial event, 3-8 days after initiation of intravenous heparin, and within 4-8 h after intravenous heparin had been discontinued. No coagulation abnormalities were documented. We believe that these cases indicate that among patients admitted for cerebral infarction or TIA, fatal or severely disabling in-hospital cerebral infarction after a period of stabilization or improvement may occur in patients having an initially mild to moderate clinical deficit, that those suffering large artery disease may be at greater risk, and that there may be a relationship between heparin withdrawal and cerebral infarction in some patients. ",3
"Early diagnosis and survival of ruptured abdominal aortic aneurysms. The hospital records of patients treated with ruptured abdominal aortic aneurysm in a recent 5-year period were reviewed to collect data on factors which may be associated with mortality. Overall mortality was 62%. Patients with intraperitoneal rupture had a higher mortality (97%) than patients with retroperitoneal rupture (25%). Patients at increased risk were older than 80 years, presented with syncope, experienced a short duration of symptoms prior to emergency department (ED) arrival, had initial systolic blood pressure less than 90 mm Hg, and/or initial hemoglobin level less than eight on arrival at the ED and delay in beginning surgery. Multivariate analysis demonstrated preoperative blood pressure, preoperative hemoglobin, presence of syncope, and the amount of blood transfused were largely reflections of the type of rupture and had only slight independent relationship to mortality. The authors concluded that treating emergency physicians and surgeons have little control over the most important risk factors for mortality after aneurysm rupture, but may improve the prognosis by expediting diagnosis in the ED and surgical therapy. ",3
"Genetic mechanisms of tumor suppression by the human p53 gene. Mutations of the gene encoding p53, a 53-kilodalton cellular protein, are found frequently in human tumor cells, suggesting a crucial role for this gene in human oncogenesis. To model the stepwise mutation or loss of both p53 alleles during tumorigenesis, a human osteosarcoma cell line, Saos-2, was used that completely lacked endogenous p53. Single copies of exogenous p53 genes were then introduced by infecting cells with recombinant retroviruses containing either point-mutated or wild-type versions of the p53 cDNA sequence. Expression of wild-type p53 suppressed the neoplastic phenotype of Saos-2 cells, whereas expression of mutated p53 conferred a limited growth advantage to cells in the absence of wild-type p53. Wild-type p53 was phenotypically dominant to mutated p53 in a two-allele configuration. These results suggest that, as with the retinoblastoma gene, mutation of both alleles of the p53 gene is essential for its role in oncogenesis. ",1
