text,label
Single-stage laryngotracheal reconstruction. The mainstay for repairing subglottic and tracheal stenosis has been the rib graft with prolonged stenting. A refinement of this treatment was the use of the anterior cricoid decompression (split). We present single-stage reconstruction of the airway as an additional refinement of the laryngotracheoplasty. This article describes the experience of two institutions with single-stage reconstruction and offers some observations on the principles of the technique. ,5
"Treatment of angiomas with sclerosing injection of hydroxypolyethoxydodecan. The authors discuss the indications for hydroxypolyethoxydodecan in the sclerosing treatment of angiomas, with particular reference to cavernous, venous, and evolutive angiomas (ie, immature angiomas that fail to involute by eight to ten months). Moreover, the sclerosing agent may be employed, in connection with embolization and subsequent surgery, in arteriovenous angiomas with a relevant cutaneous-subcutaneous development. The authors have successfully used the ""interstitial"" sclerosing technique, according to Andrews' method. This technique involves interstitial injections to obtain the sclerosis of the thin threads of fibrous tissue stroma between the blood vessels. The sclerosing therapy may cause the complete regression of ""low flow"" angiomas or, at least, a partial reduction that simplifies the ensuing surgical excision. In the case of partial regression of the angioma obtained with the sclerosing therapy, the surgery of the remaining angioma causes a lesser degree of bleeding (especially in areas that do not particularly lend themselves to surgical exploration, ie, the oral cavity); an increased reliability in the radicality of the intervention (due also to the reduced size of the lesion); and better results from an aesthetic-functional point of view. ",1
"Endoscopic palliative intubation of the esophagus invaded by lung cancer. Thirty-two patients with esophageal involvement by lung cancer were managed by endoscopic intubation. In 22 patients with extrinsic esophageal strictures, the success rate of intubation was 91%, and 82% were discharged with their dysphagia relieved and esophageal patency restored. The mean survival rate was 4.4 months. In 10 patients with esophago-bronchial fistulas, 3 had the fistulous tract obliterated and lived a mean of 5 months. This low success rate of closing fistulas is due to failure to seal off the space between the stent and the fistula because of absence of tumor-associated stenosis. The overall morbidity rate was 28.1% (18.8% perforation, 6.3% hemorrhage, and 3.1% tracheal obstruction). The overall mortality rate was 18.8%. Although complications were more frequent than in primary esophageal tumors, endoscopic intubation was the only way to palliate this desperate condition and provided 66.6% of patients with relief of symptoms, nutritional improvement, and a mean survival time of 4.5 months. ",2
"Prospective payment system and impairment at discharge. The 'quicker-and-sicker' story revisited Since the introduction of the prospective payment system (PPS), anecdotal evidence has accumulated that patients are leaving the hospital ""quicker and sicker."" We developed valid measures of discharge impairment and measured these levels in a nationally representative sample of patients with one of five conditions prior to and following the PPS implementation. Instability at discharge (important clinical problems usually first occurring prior to discharge) predicted the likelihood of postdischarge deaths. At 90 days postdischarge, 16% of patients discharged unstable were dead vs 10% of patients discharged stable. After the PPS introduction, instability increased primarily among patients discharged home. Prior to the PPS, 10% of patients discharged home were unstable; after the PPS was implemented, 15% were discharged unstable, a 43% relative change. Efforts to monitor the effect of this increase in discharge instability on health should be implemented. ",3
"Thallium reinjection after stress-redistribution imaging. Does 24-hour delayed imaging after reinjection enhance detection of viable myocardium? BACKGROUND. Thallium reinjection immediately after conventional stress-redistribution imaging improves the detection of viable myocardium, as many myocardial regions with apparently ""irreversible"" thallium defects on standard 3-4-hour redistribution images manifest enhanced thallium uptake after reinjection. Because the 10-minute period between reinjection and imaging may be too short, the present study was designed to determine whether 24-hour imaging after thallium reinjection provides additional information regarding myocardial viability beyond that obtained by imaging shortly after reinjection. METHODS AND RESULTS. We studied 50 patients with chronic stable coronary artery disease undergoing exercise thallium tomography, radionuclide angiography, and coronary arteriography. Immediately after the 3-4-hour redistribution images were obtained, 1 mCi thallium was injected at rest, and images were reacquired at 10 minutes and 24 hours after reinjection. The stress, redistribution, reinjection, and 24-hour images were then analyzed qualitatively and quantitatively. Of the 127 abnormal myocardial regions on the stress images, 55 had persistent defects on redistribution images by qualitative analysis, of which 25 (45%) demonstrated improved thallium uptake after reinjection. At the 24-hour study, 23 of the 25 regions (92%) with previously improved thallium uptake by reinjection showed no further improvement. Similarly, of the 30 regions determined to have irreversible defects after reinjection, 29 (97%) remained irreversible on 24-hour images. These findings were confirmed by the quantitative analysis. The mean normalized thallium activity in regions with enhanced thallium activity after reinjection increased from 57 +/- 13% on redistribution studies to 70 +/- 14% after reinjection but did not change at 24 hours (71 +/- 14%). In regions with irreversible defects that were unaltered by reinjection, mean regional thallium activity did not differ from the reinjection to the 24-hour studies (57 +/- 17% and 58 +/- 17%, respectively). Twenty-four-hour imaging after reinjection showed improvement in only four of 35 irreversible regions (involving three of the 50 patients). CONCLUSIONS. These data indicate that thallium reinjection at rest after 3-4 hours of redistribution provides most of the clinically relevant information pertaining to myocardial viability in regions with apparently irreversible thallium defects. Hence, thallium reinjection may be used instead of 24-hour imaging in most patients in whom a persistent thallium defect is observed on conventional redistribution images. ",4
"Disposition of 5-aminosalicylic acid by olsalazine and three mesalazine preparations in patients with ulcerative colitis: comparison of intraluminal colonic concentrations, serum values, and urinary excretion. To compare the disposition of 5-aminosalicylic acid (5-ASA) and its acetylated metabolite during treatment with olsalazine and mesalazine, 14 patients with inactive ulcerative colitis were randomly assigned to olsalazine (1 g twice daily) and the mesalazines, Asacol (800 + 400 + 800 mg daily), Pentasa (750 + 500 + 750 mg daily), and Salofalk (750 + 500 + 750 mg daily) in a crossover design trial so that all received each drug for seven days. Intraluminal colonic concentrations of 5-ASA were estimated after five days by the method of equilibrium in vivo dialysis of faeces. A predose serum sample and a 24 hour urine collection were obtained on day seven. The 5-ASA and acetyl-5-aminosalicylic acid (Ac-5-ASA) values were determined by high performance liquid chromatography. Olsalazine almost doubled the colonic concentrations (mean 23.7 (SEM) (1.9) mmol/l) of its therapeutically active ingredient (5-ASA) compared with equimolar doses of Pentasa (12.6 (2.2) mmol/l; p less than 0.0003) and Salofalk (15.0 (2.0) mmol/l; p less than 0.003). At the same time, olsalazine treatment was associated with lower serum concentrations and urinary excretions (p less than 0.05) of 5-ASA and Ac-5-ASA compared with the mesalazine preparations. The low systemic load of 5-ASA provided by olsalazine reduces the potential risk of nephrotoxicity during long term treatment. ",2
"Giant-cell arteritis of the uterus with associated temporal arteritis: a case report. Giant-cell arteritis involving the uterus was identified incidentally upon hysterectomy and anterior colporrhaphy for uterine prolapse. Subsequently, the patient was found to have giant-cell temporal arteritis presenting with fever of unknown origin. Fourteen previous cases involving the female genital tract have been reported. There appears to be an association between constitutional symptoms of fever, weight loss, malaise, headache, and polymyalgia rheumatica in elderly women with uterine prolapse and giant-cell arteritis of the genital tract. The rare presentation of giant-cell arteritis in the female genital tract does not support invasive costly evaluation in asymptomatic patients. However, a thorough investigation for involvement of other sites, including appropriate treatment for generalized disease, should be undertaken. ",4
"Gynecomastia. A bothersome but readily treatable problem. Although breast enlargement in boys and men can cause both psychological and physical distress, the disorder is rarely serious and is readily treatable. Several factors can lead to the estrogenic excess that causes growth of breast tissue. Dr Jacobs describes a patient with gynecomastia related to cirrhosis of the liver who responded promptly to a brief course of tamoxifen citrate therapy. ",2
"Complications of Tenckhoff catheters post removal. Complications due to Tenckhoff catheters can occur at prolonged intervals after their removal. From January 1979 to October 1989, 431 patients at our center began continuous ambulatory peritoneal dialysis (CAPD), 278 of whom subsequently transferred to another form of renal replacement therapy. We identified 12 patients (4.3% or 12/278) with post removal catheter complications. There were 14 post removal complications, two each in two patients, and one in each of 12 others. The mean time to complication was 541 +/- 143 days (27-2,040). In 71% (10/14) of the complications, an abscess was found at the site of the previously removed Tenckhoff catheter. In 29% (4/14) of the complications, foreign body material consistent with a retained cuff was recovered. Documentation at the time of Tenckhoff catheter removal should include a statement regarding the presence of the Tenckhoff catheter cuffs, and patients with retained cuffs should be monitored closely for the development of abscesses or other complications. Immunocompromised patients are at high risk for these complications. ",2
"Scoliosis in trisomy 18. Patients with trisomy 18 typically present with multiple congenital anomalies and most die within the first year. However, long-term survivors are not uncommon. Seventeen patients with trisomy 18 were evaluated to study the development of scoliosis associated with this disorder. There were 13 females and 4 males with ages ranging from birth to 22 years. Twelve patients died by age 2. None developed scoliosis or had vertebral anomalies. The five patients who survived beyond age 2 developed scoliosis. Curve progression was demonstrated in the patients who returned for follow-up. Bracing was not well tolerated in two patients with curves of 48 degrees and 58 degrees. Both had poor motor control and sitting ability. One patient with a 30 degree curve was successfully managed by bracing. Another patient with a severe scoliosis was successfully fused with anterior and posterior instrumentation. Patients with trisomy 18 should be carefully evaluated for scoliosis. Scoliosis in the older child, surviving beyond age 2, may be progressive and difficult to manage. ",5
