text,label
Cystic medionecrosis of the coronary arteries and fatal coronary vasospasm. The histopathological basis of coronary vasospasm is not well defined. We report a patient with directly observed coronary artery spasm in whom cystic medionecrosis of the coronary arteries and great vessels and myxomatous degeneration of the mitral valve were evident. We suggest that myxoid connective tissue lesions of the heart may be linked to coronary vasospasm. ,4
"Selection of patients with stage B prostate cancer for radical prostatectomy. There are several areas of concern in dealing with clinical stage B disease. First, understaging is common. Second, recognition of extension into the seminal vesicles is important. Third, the patient's predicted life expectancy must be taken into account. Moreover, even clinically localized prostate cancer may have metastasized, and the need for surgical staging by lymph node dissection has been a significant factor in the authors' preference for radical retropubic rather than radical perineal prostatectomy. Neither of the two serum markers in clinical use is an absolute predictor of stage. Analysis of tumor ploidy may prove useful, and transrectal ultrasound warrants further study. In the elderly patient, the urologist certainly may elect to monitor the tumor without definitely deciding on operative versus conservative treatment. ",1
"Use of a computerized closed-loop sodium nitroprusside titration system for antihypertensive treatment after open heart surgery. This study evaluates the clinical applicability of administering sodium nitroprusside by a closed-loop titration system compared with a manually adjusted system. The mean arterial pressure (MAP) was registered every 10 and 30 sec during the first 150 min after open heart surgery in 20 patients (group 1: computer regulation) and in ten patients (group 2: manual regulation). The results (16,343 and 2,912 data points in groups 1 and 2, respectively), were then analyzed in four time frames and five pressure ranges to indicate clinical efficacy. Sixty percent of the measured MAP in both groups was within the desired +/- 10% during the first 10 min. Thereafter until the end of observation, the MAP was maintained within +/- 10% of the desired set-point 90% of the time in group 1 vs. 60% of the time in group 2. One percent and 11% of data points were +/- 20% from the set-point in groups 1 and 2, respectively (p less than .05, chi-square test). The computer-assisted therapy provided better control of MAP, was safe to use, and helped to reduce nursing demands. ",4
"Prevalence of Raynaud phenomenon in the adult population of South Carolina. A prevalence estimate for Raynaud phenomenon among adult residents of South Carolina was based on data obtained from respondents in a statewide health survey, followed by face-to-face interviews and clinical screening for Raynaud phenomenon, using a screening procedure developed by the authors. The survey obtained 5246 personal interviews from a probability sample of over 3000 households, and 494 survey subjects participated in the clinical screening. The prevalence estimates and their standard errors were computed using survey case weights, design-based estimation, and logistic modelling techniques. The prevalence of Raynaud phenomenon among adult residents of South Carolina was determined to be 3.5%, with a standard error of 0.6%. Prevalence was higher for females (4.3%, SE = 0.7%) than for males (2.7%, SE = 0.6%). These figures are much lower than most estimates in the existing literature on Raynaud phenomenon. ",4
"Factors associated with recurrent myocardial infarction within one year after acute myocardial infarction. In a large population of patients (n = 3666) who were discharged from the hospital after acute myocardial infarction and followed up for 1 year, factors associated with recurrent nonfatal (n = 171) or fatal (n = 74) infarction were identified. Also, the effects of combining various end points (recurrent nonfatal or fatal infarction and other cardiac death) in multivariate analyses, a practice common in many small studies that evaluate the predictive-value of various treatments or special tests, was examined. In univariate analyses, patients with nonfatal recurrent infarction did not differ with respect to age or gender from infarct-free survivors, but they more often had a history of previous myocardial infarction, congestive heart failure, angina pectoris, and diabetes; more severe pulmonary congestion was present on chest x-ray during the admission, and a non-Q wave index infarction was more frequent. Patients with either a fatal or nonfatal recurrent infarction had more angina pectoris during follow-up (55% to 60%) compared with 27% in event-free survivors and 31% in patients who died of other cardiac causes in whom this factor could be assessed before death. In multivariate analyses, historical and clinical prognostic factors were ranked differently for fatal or nonfatal reinfarction and other cardiac causes of death; angina pectoris at follow-up was highly related to recurrent infarction (fatal or nonfatal), along with a history of diabetes, and a non-Q wave index infarction. These factors were not independently related to other causes of cardiac death. ",5
"Decreased local toxicity with subcutaneous diamorphine (heroin): a preliminary report. We report the cases of 5 patients who developed severe local toxicity during the subcutaneous administration of morphine sulphate and hydromorphone hydrochloride. All patients required site changes more frequently than once every 24 h due to redness, swelling, or pain while receiving morphine or hydromorphone. All patients showed prolongation in the duration of sites of infusion once an equianalgesic dose of diamorphine hydrochloride (heroin) was started. No change in pain control or systemic toxicity was detected with diamorphine. These findings suggest that diamorphine could be a useful alternative for patients who develop severe toxicity to subcutaneous morphine or hydromorphone. ",5
"Pilot study of sandostatin (octreotide) therapy of refractory HIV-associated diarrhea. Seventeen AIDS patients were enrolled in a prospective open-label dose-finding study of octreotide (Sandostatin) therapy for refractory diarrhea. Five were nonevaluable due to progression of AIDS symptomatology, and one was excluded because of lack of confirmation of HIV infection. Five of 11 evaluable patients responded to therapy (45%); two each at 50 micrograms and 100 micrograms, and one at 250 micrograms thrice daily doses. A sixth patient demonstrated a moderate reduction in stool volume at 250 micrograms thrice daily, which, although deemed clinically relevant, did not meet the criteria for response. On discontinuation of therapy, diarrhea recurred in all patients within 1-12 days, and responded to reinitiation of octreotide in those five patients who resumed treatment. Only one of the three patients with concurrent cryptosporidial infection responded to treatment. The drug was well tolerated, with mild symptomatology in three patients. Long-term treatment at a stable dose was effective in three of five treated patients for periods for seven months in one (moderate responder) and one year in two. One patient required dose increases to control symptoms, but after one year of treatment developed severe nausea following injections, which required dose cessation. One patient had partial control of his diarrhea for only three months despite two dose increases. These data suggest that octreotide may be of useful therapeutic value in HIV-associated diarrhea and that further studies are indicated. ",2
"Elevated serum concentrations of IgE antibodies to environmental antigens in HIV-seropositive male homosexuals. Forty-five homosexual male subjects with human immunodeficiency virus (HIV) infection, who received care during a 4-month period in an ambulatory center for acquired immunodeficiency syndrome (AIDS), were classified according to their principal presentation with characteristic secondary infections (CDC group IV C, N = 28), cancers (IV D, N = 10), or limited or no symptoms (groups II, III, IV A, or IV B, N = 7). The incidence of allergic rhinitis and conjunctivitis increased after HIV seroconversion by approximately twofold in patients of groups IV C and IV D. The mean serum concentration of IgE was significantly higher for group IV C than for the other HIV-seropositive groups and for a control group of 45 HIV-seronegative homosexual male subjects from the same community who were studied concurrently. More patients in groups IV C and IV D had positive RASTs for a panel of environmental antigens than patients in the other HIV-seropositive groups and the HIV-seronegative control group. Patients with AIDS presenting with typical secondary infections thus have a high frequency of some clinical and laboratory manifestations of allergic diseases. ",1
"National Education Programs Working Group report on the management of patients with hypertension and high blood cholesterol. Cardiovascular diseases are responsible for nearly one of every two deaths in the United States, and have been estimated to cost more than $127 billion annually. Epidemiologic data have shown that persons with fewer or lower levels of the risk factors for cardiovascular disease are less likely to have a cardiovascular event. In addition, the greater the level of any single risk factor, the greater is the chance of incurring disease. Moreover, a combination of risk factors creates a synergistic effect, further increasing risk. Conversely, reducing the number and level of risk factors prevents death and disability from cardiovascular diseases. This report addresses the management of patients with several cardiovascular risk factors, placing a special emphasis on hypertension and high blood cholesterol. Nonpharmacologic therapy, in the form of proper diet, exercise, and smoking cessation, is the foundation for management of both hypertension and high blood cholesterol. Clinicians should use these nondrug measures as definitive or adjunctive therapy. Pharmacologic agents can be very beneficial in managing the risks imposed by elevated levels of blood pressure or blood cholesterol. In selecting medications, it is important to weight their benefits, costs, and potential untoward effects. Clinicians must consider these issues in managing patients with several risk factors but should not avoid managing any risk factor or quickly dismiss any particular mode of therapy simply because of the potential for adverse effects. ",4
"The occurrence of motor fluctuations in parkinsonian patients treated long term with levodopa: role of early treatment and disease progression. The aim of this study is to evaluate what factors influence the risk of occurrence of motor fluctuations in patients with Parkinson's disease (PD) with particular reference to the role of early or delayed introduction of levodopa therapy during the course of the disease. One hundred twenty-five consecutive newly diagnosed patients with PD started levodopa treatment at the time diagnosis and were followed for 2 to 10 years. During follow-up, 60 patients had wearing-off or early morning akinesia. We estimated the cumulative time-dependent risk of motor fluctuation occurrence through a multivariable analysis. The risk was lower for patients with tremor-predominant PD, for those with shorter disease duration prior to levodopa, and for those who were relatively older at levodopa initiation. Our results suggest that, as far as motor fluctuations are concerned, disease prognosis is not influenced by early levodopa treatment. These observation support the introduction of levodopa as soon as there is a subjective need for the patients to maintain their level of social and work performance. ",3
