text,label
"Ok, I like B movies...I know what B movies are supposed to represent. But this is just awful. I am amazed it got such a decent overall score. The only redeeming qualities of this flick are the (mostly) marginal splatter effects. Don't get me wrong, gore abounds in this flick - but few effects really jumped out at me (like the anal ""probe""...that was great!).I believe this movie was filmed on a camcorder. C'mon - rent a Betacam at least, I've seen porn with better production values (and better acting as well).Acting - sucked! But not in the Troma or Full Moon sort of way.Story - contrived! But thats what you get from films like these. Very loose!Sets & Props - sucked! My 16 year old brother makes more elaborate sets for our house on Halloween.Dubbing and dialogue - sucked! Horrible voice acting (I shouldn't even call it acting) and every other word is ""S**t"" or ""F**k"".There are tons of good classic and B rated horror / splatter flicks out there and they are not that hard to track down. Do yourself a favor by not wasting time on this crap!",neg
"If there was some weird inversed Oscar Academy awards festival this flick would win it all. It has all the gods, excellent plot, extreme special effects coupled with extremely good acting skills and of course in every role there is a celebrity superstar. Well, this could be the scenario if the world was inversed, but it's not. Instead it's the worst horror flick ever made, not only bad actors that seem to read the scripts from a teleprinter with bad dyslexia, but also extremely low on special effects. For example the devil costume (which by the way is a must-see), is something of the most hilarious I've ever seen. Whenever I saw that red-black so called monster on screen I couldn't hold my laugh back. And to top of things it looked like the funny creature was transported by a conveyor-belt.Do not do the same mistake as I did. Checking IMDB seeing that the movie was released in 2003, had less than five votes and thinking: -""Well, it's worth a shot, can't be that bad"".Yes it could.I'm not even going to waste more words on this movie.",neg
"EPSILON, a.k.a. ALIEN VISITOR, is not what I expected. This is a no-budget Australian film with no special effects other than speeded-up film and quick scene cuts. The female alien (who comes over immediately able to speak perfectly accented Australian) can ""blip"" from place to place or time to time and alter her perception of the flow of time to match the ""faster"" humans.An elderly grandmother tells her two granddaughters about a story a wandering man told her 40 years before, when an unnamed ""She"" came to the planet naked and completely disoriented, unable to recognize which star in the sky she came from...She meets a man alone camping in the Australian Outback, apparently bewildering him. She is here by ""mistake"", and gets angry when she is told she is on Earth. The Earthlings are known as consummate despoilers of the environment and a metaphor for the most insulting thing imaginable to the rest of the universe: those who ""breathe the foul air"" but do nothing about it, sticking their heads under the sand like an ostrich. In another amusing metaphor, Earthlings are ""frogs"".From there, it is entirely a film about dialogue, as the perplexed man tries to understand She's peculiar psychology and viewpoints, even as She calls him unintelligent and ""quaint"". The man begins to realize maybe it's humans who are irrational and not thinking straight. Yet, while waiting to be ""beamed up"" back home, She sees that this human is not entirely faulty in his thinking and even falls in love with him.The dialogue about perspectives is in spots interesting, but it is all layered with a heavy-handed environmental message and a low-budget feel (there are only two main actors, who blip around various deserted scenes, and the evil despoiling humans on the planet are never seen at all). The environmental message offers no solutions, but paints one or two dire metaphors about what will happen to nature and man if something isn't done. The logic also doesn't hang together: the rest of the universe has ""given up"" on Earth, yet one space woman caught on Earth by mistake manages to effect some positive change by the conclusion of the movie. What would a battalion of aliens deliberately sent here manage to achieve against pollution and waste?",neg
"As far as Spaghetti Westerns go, I'd put This Man Can't Die on the dull side of the genre. It's not that the movie is particularly bad, but it lacks the brilliance and flash of some of the other SWs I've seen. Guy Madison does his best in the lead role, but lacks the on-screen charisma necessary to pull it off. With one notable exception, the rest of the cast isn't particularly good. The direction is uninspired and offers very few moments that I haven't seen before. There's just not much to get very excited about.The cast exception I mentioned is Rosalba Neri. She's the one bright spot in this otherwise mediocre film. Unfortunately, her screen time is limited to less than 15 minutes. (Note: The IMDb page for This Man Can't Die is wrong. Rosalba Neri does not play Jenny Benson. Instead, she is the character Melin. I'm not sure how anyone could mistake Rosalba Neri for some guy named John Bartha as listed in IMDb's credits for the movie.)",neg
"I suppose that any novel that's as much of a downer as Moby Dick would not find much favor with Depression era audiences who had enough of their own troubles. But any resemblance to the classic Herman Melville novel is a pure coincidence. In fact half of the film is a prequel to the main story as we know it, not that too much of it was kept for the film. We first meet Ahab Creely (he's got a last name and a brother) as one happy go lucky soul with two legs and intentions to marry Joan Bennett who is Father Mapple's daughter. That brother Derek, played by Lloyd Hughes, also wants to marry Bennett.John Barrymore is Ahab in an over the top performance. Barrymore had not quite mastered the sound cinema and he gave out with all the silent era histrionics plus a stage voice that would have shaken the rafters of any movie theater this film was playing in.We see Ahab lose his leg to the great whale Moby Dick and I have to say the amputation scene was pretty gruesome. Of course this was all before the Code. Still I'm sure 1930 audiences shuddered.After that the story of Ahab's hunt for the whale that he thinks made him unsightly in Joan Bennett's eyes. That is not exactly Melville's motivation, in fact there are no women characters in Moby Dick as he wrote it.One of the things Melville did was invest the crew of Ahab's ship the Pequod with personalities. Other than Queequeg the cannibal harpooner the names are there, but not the personalities. Starbuck and Stubbs might as well be Smith and Jones.I'd see this version of Moby Dick strictly for curiosity and nothing else.",neg
"Steven Seagal, Mr. Personality himself, this time is the United States' greatest Stealth pilot who is promised a pardon from the military(..who attempted to swipe his memory at the beginning of the movie for which he escaped base, later caught after interrupting a gang of robbers in a shootout at a gas station)if he is able to successfully infiltrate a Northern Afghanistan terrorist base operated by a group called Black Sunday, who have commandeered an Air Force stealth fighter thanks to an American traitor. Along with a fellow pilot who admired the traitor, Jannick(Mark Bazeley), John Sands(Seagal)will fly into enemy territory, receiving help from his Arab lover, Jessica(Ciera Payton)and a freedom fighter, Rojar(Alki David) once they are on ground. Jannick is kidnapped by Black Sunday leaders, Stone(Vincenzo Nicoli)and his female enforcer, Eliana(Katie Jones), and Sands must figure out how to not only re-take command of the kidnapped stealth fighter, but rescue him as well. And, maybe, Sands can get revenge on the traitor he trained, Rather(Steve Toussaint)in the process. Sands has 72 hours until a General's Navy pilots bomb the entire area. On board the stealth, Black Sunday equipped a biochemical bomb, hoping to detonate it on the United States.Seagal gets a chance to shoot Afghans when he isn't slicing their throats with knives. The film is mostly machine guns firing and bodies dropping dead. The setting of Afghanistan doesn't hold up to scrutiny(..nor does how easily Seagal and co. are able to move about the area undetected so easily) and the plot itself is nothing to write home about. The movie is edited fast, the camera a bit too jerky. Seagal isn't as active a hero as he once was and his action scenes are tightly edited where we have a hard time seeing him taking out his foes, unlike the good old days. One of Seagal's poorest efforts, and he's as understated as ever(..not a compliment). Even more disappointing is the fact that Seagal never fights in hand to hand combat with the film's chief villains, tis a shame. He doesn't even snap a wrist or crack a neck in any visible way(..sure we see a slight resemblance of some tool getting tossed around, but it's not as clear a picture as I enjoy because the filmmakers have such fast edits and dizzying close-ups).",neg
"One of the worst movies I've ever seen with Robert De Niro, The Fan is a pointless cliché of an exercise in slasher flicks. It tries to spin or twist the genre with preposterous plot lines of a a crazed fan turned psychotic - the movie meanders into nothing. (spoiler) We're to believe that a knife-wielding idiot has access to and murders a baseball player in a lavish hotel with no witness, security, or cameras? The movie is nonsense trying to tug at our heart-strings through the hoopla of baseball ending up mockingly unsophisticated and gimmicky. Not sure what all the actors were thinking when they got onboard this razzie. This is as big a dud as they come. Stay far away if you prefer thought in your movies",neg
"It has its merit's; Morvern Callar is both the merits and the disappointments. She's so enigmatic, so original. Is it her method of dealing with the pain of a lost one that's making her so distant and un-relatable? Or is she as one reviewer called her a revolutionary? Personally I'd call her dysfunctional.Morvern is completely detaching herself. Disposing of her boyfriend, not thinking of informing family or using the money he gave her for a proper funeral, she selfishly splashes out on a trip to Spain. She's seems so devoid of anything relatively human bar greed. The only element that enables the audience see the human side of her is her close friend she takes on holiday with her. Although by the end her friend is dumped and Morvern has nothing that ties her down to humanity. She may as well have killed herself.Despite managing to make Spain look as gloomy and bland as the UK the director's shots were superb, the lighting and color made the film visually stunning.It's really a shame the movie has nothing in it that keeps interest. It's little over 90 minutes but feels a lot longer. They manage to make Morvern seem interesting to grab your attention but do nothing with her only alienate her from you more to the point where you don't care about the characters or the film.",neg
"This movie may seem scary on commercials, but the actual movie was a reason to vomit. This is a below below average, (even lower than that) and has no plot. I mean every house can make you feel scared and sure, a dead Japanese woman would scare the poop out of you, but so what? Make a movie that would appeal to watchers and not just show images of scared people and some hair (dead Japanese woman). Can you say ""horrible rip-off of Samara (The Ring)""? Don't get me started with the ""dead child"". Not even that scary! So what? He has a cat and he can imitate it, big freaking deal! Just bury the poor zombies and save some lives that have the potential of being harmed by the Grudge! 1/10! Yuck! >.<",neg
"This is an immoral and reprehensible piece of garbage, that no doubt wants to be a Friday the 13th (1980) clone. The poster for this movie makes it look like there's going to be some sort of a cross between Jason and Freddy, which is likely to attract movie-goers. There is NOTHING good or entertaining about this movie about this movie. It just makes me sad, just thinking that some people are going to stumble upon Sleepaway Camp II: Unhappy Campers (1988) on video or DVD, and waste their time with this sad, cynical, depressing movie.Angela Baker (Pamela Springsteen) is a camp counselor at Camp Rolling Hills, who hopes that the other campers are as nice as she is, and that they stay out of trouble. Meanwhile, the other campers are realizing that people are disappearing one by one, with Angela making up the excuse that she had to send them home. Could Angela be the killer, who was once a man, who underwent a sex change operation years earlier? Who knows? Who cares?The 1980s was home to a lot of movies that made the cross between the Mad Slasher and Dead Teenager genres, in which a mad killer goes berserk. Some have a plot, some don't, but they're all about as bad as this one. Sleepaway Camp II: Unhappy Campers is 80 minutes of teenagers being introduced and then being stabbed, strangled, impaled, chopped up, burned alive, and mutilated. That's all this movie is. It is just mindless, bloody violence.Watching this movie, I was reminded of the Friday the 13th movies, in which the message for its viewers was that the primary function of teenagers is to be hacked to death. The filmmakers of Sleepaway Camp II have every right to be ashamed of themselves. Imagine the sick message that this movie offers for its teen viewers: ""The world is a totally evil place,"" this movie tells you, "" and it'll kill you. It doesn't matter what your dreams or your hopes are. It doesn't matter if you have a new boyfriend, or a new girlfriend. It doesn't matter what you think, what you do or what your plans for the future are. You can forget those plans, because you're just going to wind up dead."" And the sickest thing is--and by not giving too much away--the movie simply sets up room for a sequel. Well, why not? They've probably and already taken the bucket to the cesspool by making three or four of these movies. I missed out on the original Sleepaway Camp (1983), and, after watching its first sequel, I will hopefully stay away from the other sequels, as well as the original. And for parents, if you know kids who actually LIKE this movie, do not let them date your children.",neg
