,text,label,confidence
655,"The original is just awful, and I mean this is the worst movie ever filmed. It could be better, but this movie really just drags on. It seems like the director is making some silly movies and only real movies that don't involve any sort of drama. There is no suspense in the film that makes it even worth watching. It has a horrible, repetitive sound soundtrack soundtrack. This movie was filmed over several days, which could be used for some entertaining TV, but I personally found the soundtrack boring, boring, and nothing more than a mediocre film. It felt like a sitcom. I was bored. I liked the movie that was only made for me, but I really enjoyed it. There was a great soundtrack soundtrack soundtrack that was kept up to speed, and there was a good reason to watch: I liked watching the movies. I liked the movie that wasn't funny; it didn't involve any drama. Instead the characters were boring. I like that the movie didn't involve the funny parts of the plot. I liked the plot but did not involve the funny parts of the plot. This was not even remotely funny.I liked the characters but it didn't involve the funny parts of the plot. I didn't
",neg,0.99993694
790,"I don't know if I could care less about how good the film looks. It may be that the film is just plain awful but I am sure it is just so poorly executed.I am also surprised that it is still so well made in terms of editing, but then it degenerates into clichéd clichés like ""dead child"".It is not good enough to write a review like this. There is nothing funny or engaging in this film that is supposed to make up for a baddie. It does not involve talking about what you think it is. It just sets up the film. It is only entertaining if you analyze the film and think it is somehow engaging enough to be engaging enough to make the point. I would like to give a ""win"" in relation to it. I think I can sum up the film well, if only I were in it and tried to compare it to any film I had seen.I liked it but I didn't give it a grade, just a ten. I don't think it should be edited. It contains humor. It is so lame. I give it a five. If you are looking for the humor to keep it off-beat. I don't know how many of
",neg,0.9999287
585,"I'm not sure why this movie is so bad. Its just plain awful. It is horrible with the gore and gore. If you look at the poster you'll find yourself drawn out of the movie thinking it is just another movie in the same category, you can't help but it is in fact a movie in a whole. I mean it. I like that it is not only because the actors play a total ""kills"" and the filmmakers are mediocre at best. What can you say? Well, if you want to give a film to everyone, then you should probably give it to me. But I've gotta give it a shot. I can't wait until the final product is out in the movie, I want nothing more than to be cursed and destroyed by the evil forces of nature. If you like the good old days, you could watch this movie and I'll be happy to give it a shot if you like it. What is so illogical? I've seen only two of the movie's rated poorly rated and I don't know if it is worth the price of admission, or whether it is worth the point. So, I have to give it a shot. If you like it, go to the
",neg,0.99992573
878,"This movie was supposed to be funny and fun but ended up not being that good, I have a hard time seeing it and it is really just plain awful. I don't care what you think. It is all about the characters (and their love) that are so bizarre and the humor is pathetic. The whole thing is really just awful and just throws a bunch of garbage on it. I mean, you could call it one of the worst movies ever. I think this is a remake of the worst thing ever.I don't know what to say about this movie: it has the most entertaining, and perhaps most annoying music soundtrack in any movie ever.It just seems to me that I have missed out the last 20 years. I have never watched a television series, but I just watched this one. I know it is just dumb. I think there is no point where you could argue the whole thing is a disaster because I don't even know what the subtitle is to it. The whole thing is nothing more than a razzie d'or. The only redeeming qualities are that you are not funny (I mean, you could say the whole ""comedy and comic"" thing is because the jokes are so direct
",neg,0.99992406
860,"I rated this film a 3 out of 10, which I rate it highly. I can't say it was poorly made or poorly executed, but it was certainly worth a shot. But what I have seen is nothing like the original film, just a mediocre film with a weak plot. It should be considered either a must-see or a must-see. It is a film that is poorly made, not even close to being a movie itself. It is neither suspenseful nor engaging in any way. The story is boring and clichéd but it is also extremely difficult to watch. The humor is just flat-out. Its message is ""that is all about you. That is all about you, everyone involved in the film, everything that you need to believe. It's relentlessly unfunny. (This is an obvious homage to the 50's. And the reason is that it has the '60s appeal: humor, humor, and passion, but it is also a sad clichéd, cynical, self-serving clichéd and ill-fated ideology.) It would not be so hard to write an entire review of this film, let alone a review of this film.The film is one of the greatest achievements of all
",neg,0.99990666
560,"I think you would give it a shot, but unfortunately I think you can't find it on Amazon. Amazon is definitely not worth a shot. It's a pity it has so many negative reviews on this film. Many of these reviews have me sitting on my head and just thinking about what to watch. Other reviewers have nothing to say about it. I won't even try to give a negative score on this. It's just a cliché. It's a movie. And so lame. There is no way to watch this movie. What really needs to be filmed is in three distinct different levels. It's a shame, because it's the only film I've ever watched and it doesn't even reflect any of the film. I like the film because I think it's good and the cinematography is superb. I rate it 4 out
",neg,0.9999052
874,"Even though the movie is only a short-lived, I have seen it before and I still don't get the message that it was so bad. It's just a lousy movie. I've seen it in two different movies in my life and it's only one movie I've ever watched. I don't know if I disliked it but I do know that I don't know if I would like it. Maybe, I just thought it was interesting that this movie was not scary enough to be rated a 5 or 6 (but it only added to the already bad overall score.) But overall I found the story rather stale and clichéd. My favorite part of this movie was the ending with all the actors dead, so what the movie was trying to do was just plain pointless. This movie is just mindless, garbage, and generally just mindless. I can't help thinking it was probably edited out of context, but I don't think it was a waste of time to waste it.
",neg,0.99990225
961,"As we all know, a film by Akira Kurosawa that's supposed to be filmed in the 'kodokoo' is not really worth the hype. It just blows away at the pace of the film. I won't give the movie the ""Masterpiece"" for its own merit. It's just plain awful to watch. Not for the reason you should know it. It only showcases the weakest points. (I don't give the DVD any special treatment as the film is too obvious and poorly treated. I don't give the DVD special treatment like I've done in the past. It's just generic crap, I have nothing for it, I'm just going to stick to it for now (it is) if not worth the price. It is worth nothing. And now Akira Kurosawa is trying to make it better, I rate it below grade.
",neg,0.9999007
178,"I saw this movie last night, where it has already become quite obvious that you could have guessed it was based on a superficial resemblance to the characters who played the roles in the movie, even if you didn't make it yourself. I thought it looked like a comedy on the screen at the time and not worth it. Then the movie got worse and worse. Not laughing at all. I would rate this one a high school comedy, even though I never watched it. The humor is overblown and clichéd in some way. It could be funny in some way. I don't think you need to laugh about the film because it's so poorly executed. It doesn't even do any good. It just makes a shallow, pretentious movie about nothing more than a superficial film about a weak plot that only adds to the rest of the movie. The humor is pathetic in some way, but at the end it's just a shallow, pretentious, pretentious movie. It doesn't even do any good. It just makes the plot of this film that's supposed to be a joke, but it somehow gets worse, even though it's just a mediocre film. I can't stand up and say it's only a mediocre movie
",neg,0.9998996
299,"I would call this the worst film ever. I have to say it really failed. In a typical Hollywood blockbuster, a studio effort that is a total waste of money and no one deserves a second viewing. If I were in the audience, I would risk going to waste the time of listening to the movie and waiting to see the second. I have to say it's a waste of money. It really only takes a few minutes to get into the story and the story is a mess. It's just dull. I think if you like it then this is what you are going to get.This film is good, the dialog is good, the script is well written, but the only thing it could be good is the film itself. It is only a mediocre movie and it's all about the money that is kept around. It only takes a few minutes of watching the movie if you're going to waste it all. If you like this, then I recommend this to you. If you don't like this, then I recommend this to you. This is a mediocre film, a vapid thriller thriller and it has a decent story, but it also had a couple of flaws. I didn't care for it. I saw
",neg,0.9998989
